q1,q2,q3,q4,q5,q6,q7,x,y,z
3.4408879698629002,-0.24448624099179073,4.503989874086964,0.7894721162374556,-5.097132510531122,1.9024894065470237,3.279914656998833,-0.05437206439529066,-0.36137689247821403,0.7441850071979165
3.5929676742785395,-1.4875454692978165,-0.6231526200316768,-0.5168079030696751,5.3601682599384395,0.5754604803226582,4.053885862681624,-0.7854401208296216,-0.2865750165776971,0.07653098587134882
-0.7107176627287206,-1.0910451128608925,0.685584924918885,-1.7447309755832987,4.11504752022683,0.5266575964882594,3.2415820154722956,0.589031440838456,-0.1423776817744718,0.02778957557837298
-1.8271538402888536,1.882792097579613,4.937601283806804,1.1135339882950475,-3.8353378293792875,-0.1331159850918633,-5.729824701712407,0.5215353597231889,0.34140302579298387,0.06912414545121091
-4.3421239796316,0.7321958129698185,3.0742126782021826,1.87003892973684,-2.187633501784812,-0.5181611758605245,-0.3823790103758524,-0.11973589798386824,0.1334506054725926,0.5938989339734716
-3.900239729901372,-1.4803139786581134,-0.30514612660227236,-1.0923626037964635,2.1328637732123292,-0.25139232451067706,4.178438142486438,-0.5078521878275728,0.5125747539889777,-0.11021131265509894
2.5153296811482493,-0.7505334344718357,4.173183105523726,1.2190574299872075,-1.413271559381009,-0.8466875842790236,2.292143529925693,-0.546909474587056,-0.02810307839698563,0.46078105181212253
-4.5247088058670695,-1.2003671900995667,-6.187529891927371,1.1476975100085536,2.070526758795924,0.8206615145053404,3.5259566296359166,-0.002232738197833567,0.388567794739355,0.7106960520720663
-0.5160178592384499,0.27496478381157496,-4.524149703516622,-1.5418797058561062,2.115141200088323,-0.11561517542746991,0.8193654974037319,0.007200683556642877,0.43927833203403144,0.6849394856509741
3.3283856491452815,0.5388732800023632,0.6729572722644273,0.23682864298165418,-2.462386768333591,-1.8767286617282424,-0.7948295912415286,0.30682020816944106,0.21137179259886268,0.6892342498980204
-3.5848165093867133,-0.3658854251014554,4.438742600248166,-1.064242056538637,-5.547717564385331,-0.8744644319120138,-2.5924624024504537,-0.09543387577736714,0.38999499069811516,0.6922986534080889
2.0336714249698025,0.22812860936511337,3.565761506376554,0.6572541613095502,-1.175781020312714,1.2560815386641386,-4.182820125959239,-0.15806394013862915,0.17459723760390838,0.9379096755300467
